Titre,Auteurs,Année,Source,Citations,DOI,Lien,Terme_recherche
Compositions and Structural Geometries of Scaffolds Used in the Regeneration of Cleft Palates: A Review of the Literature.,"Reyna-Urrutia VA, González-González AM, Rosales-Ibáñez R.",2022,Polymers (Basel),None,10.3390/polym14030547,https://europepmc.org/article/MED/35160534,"""maxresorb"""
Evaluation of different grafting materials for alveolar cleft repair in the context of orthodontic tooth movement in rats.,"Möhlhenrich SC, Kniha K, Magnuska Z, Hermanns-Sachweh B, Gremse F, Hölzle F, Danesh G, Modabber A.",2021,Sci Rep,None,10.1038/s41598-021-93033-x,https://europepmc.org/article/MED/34193933,"""maxresorb"""
Frontiers of Hydroxyapatite Composites in Bionic Bone Tissue Engineering.,"Shi J, Dai W, Gupta A, Zhang B, Wu Z, Zhang Y, Pan L, Wang L.",2022,Materials (Basel),None,10.3390/ma15238475,https://europepmc.org/article/MED/36499970,"""maxresorb"""
"Synthetic Material for Bone, Periodontal, and Dental Tissue Regeneration: Where Are We Now, and Where Are We Heading Next?","Cheah CW, Al-Namnam NM, Lau MN, Lim GS, Raman R, Fairbairn P, Ngeow WC.",2021,Materials (Basel),None,10.3390/ma14206123,https://europepmc.org/article/MED/34683712,"""maxresorb"""
Investigation of peri-implant tissue conditions and peri-implant tissue stability in implants placed with simultaneous augmentation procedure: a 3-year retrospective follow-up analysis of a newly developed bone level implant system.,"Lorenz J, Lerner H, Sader RA, Ghanaati S.",2017,Int J Implant Dent,None,10.1186/s40729-017-0104-4,https://europepmc.org/article/MED/28875278,"""maxresorb"""
Donor age-related biological properties of human dental pulp stem cells change in nanostructured scaffolds.,"Bressan E, Ferroni L, Gardin C, Pinton P, Stellini E, Botticelli D, Sivolella S, Zavan B.",2012,PLoS One,None,10.1371/journal.pone.0049146,https://europepmc.org/article/MED/23209565,"""maxresorb"""
"Calcium Phosphate Bioceramics: A Review of Their History, Structure, Properties, Coating Technologies and Biomedical Applications.","Eliaz N, Metoki N.",2017,Materials (Basel),None,10.3390/ma10040334,https://europepmc.org/article/MED/28772697,"""maxresorb"""
Inflammatory Profile of Different Absorbable Membranes Used for Bone Regeneration: An In Vivo Study.,Bizelli VF; Alecio Viotto AH; Delamura IF; Baggio AMP; Ramos EU; Faverani LP; Bassi APF,2024,Biomimetics (Basel),NC,10.3390/biomimetics9070431,https://pubmed.ncbi.nlm.nih.gov/39056872/,"""collprotect"""
"Surface topography of resorbable porcine collagen membranes, and their effect on early osteogenesis: An in vitro study.",Marques D; Teixeira LN; Elias CN; Lemos AB; Martinez EF,2023,J Stomatol Oral Maxillofac Surg,NC,10.1016/j.jormas.2023.101607,https://pubmed.ncbi.nlm.nih.gov/37582461/,"""collprotect"""
Mechanical qualification of collagen membranes used in dentistry.,Ortolani E; Quadrini F; Bellisario D; Santo L; Polimeni A; Santarsiero A,2015,Ann Ist Super Sanita,NC,10.4415/ANN_15_03_11,https://pubmed.ncbi.nlm.nih.gov/26428048/,"""collprotect"""
Efficiency analysis of commercial polymeric membranes for bone regeneration in rat cranial defects.,"Araújo LK, Lopes MS, Souza FFP, Melo MM, Paulo AO, Castro-Silva II.",2023,Acta Cir Bras,None,10.1590/acb380623,https://europepmc.org/article/MED/36888756,"""collprotect"""
Calvaria Critical Size Defects Regeneration Using Collagen Membranes to Assess the Osteopromotive Principle: An Animal Study.,"Bizelli VF, Ramos EU, Veras ASC, Teixeira GR, Faverani LP, Bassi APF.",2022,Membranes (Basel),None,10.3390/membranes12050461,https://europepmc.org/article/MED/35629786,"""collprotect"""
A Novel Candidate for Guided Tissue Regeneration: Chitosan and Eggshell Membrane.,"Chatterjee S, G K.",2023,Cureus,None,10.7759/cureus.48930,https://europepmc.org/article/MED/38111437,"""collprotect"""
Freeze-Drying Process for the Fabrication of Collagen-Based Sponges as Medical Devices in Biomedical Engineering.,"Katrilaka C, Karipidou N, Petrou N, Manglaris C, Katrilakas G, Tzavellas AN, Pitou M, Tsiridis EE, Choli-Papadopoulou T, Aggeli A.",2023,Materials (Basel),None,10.3390/ma16124425,https://europepmc.org/article/MED/37374608,"""collprotect"""
Ultrastructural and Physicochemical Characterization of a Non-Crosslinked Type 1 Bovine Derived Collagen Membrane.,"da Silva Brum I, Elias CN, Nascimento ALR, de Andrade CBV, de Biasi RS, de Carvalho JJ.",2021,Polymers (Basel),None,10.3390/polym13234135,https://europepmc.org/article/MED/34883638,"""collprotect"""
Retrospective analysis of dental implants immediately placed in extraction sockets with periapical pathology: immediate implant placement in infected areas.,"Çolak S, Demïrsoy MS.",2023,BMC Oral Health,None,10.1186/s12903-023-02986-0,https://europepmc.org/article/MED/37208620,"""collprotect"""
"Immediate dental implant placement in post-extraction-infected sites decontaminated with Er,Cr:YSGG laser: a retrospective cohort study.","Crippa R, Aiuto R, Dioguardi M, Nieri M, Peñarrocha-Diago M, Peñarrocha-Diago M, Angiero F.",2023,Odontology,None,10.1007/s10266-022-00734-4,https://europepmc.org/article/MED/36074306,"""collprotect"""
Mechanical qualification of collagen membranes used in dentistry.,"Ortolani E, Quadrini F, Bellisario D, Santo L, Polimeni A, Santarsiero A.",2015,Ann Ist Super Sanita,None,10.4415/ann_15_03_11,https://europepmc.org/article/MED/26428048,"""collprotect"""
Fabrication and Characterization of Chitosan-Collagen Membrane from Barramundi (Lates Calcarifer) Scales for Guided Tissue Regeneration.,"Susanto A, Satari MH, Abbas B, Koesoemowidodo RSA, Cahyanto A.",2019,Eur J Dent,None,10.1055/s-0039-1698610,https://europepmc.org/article/MED/31795003,"""collprotect"""
Selection of Collagen Membranes for Bone Regeneration: A Literature Review.,"Sbricoli L, Guazzo R, Annunziata M, Gobbato L, Bressan E, Nastri L.",2020,Materials (Basel),None,10.3390/ma13030786,https://europepmc.org/article/MED/32050433,"""collprotect"""
A tissue engineered 3D printed calcium alkali phosphate bioceramic bone graft enables vascularization and regeneration of critical-size discontinuity bony defects <i>in vivo</i>.,"Knabe C, Stiller M, Kampschulte M, Wilbig J, Peleska B, Günster J, Gildenhaar R, Berger G, Rack A, Linow U, Heiland M, Rendenbach C, Koerdt S, Steffen C, Houshmand A, Xiang-Tischhauser L, Adel-Khattab D.",2023,Front Bioeng Biotechnol,None,10.3389/fbioe.2023.1221314,https://europepmc.org/article/MED/37397960,"""collprotect"""
Potential Applications of Magnesium-Based Polymeric Nanocomposites Obtained by Electrospinning Technique.,"Leonés A, Lieblich M, Benavente R, Gonzalez JL, Peponi L.",2020,Nanomaterials (Basel),None,10.3390/nano10081524,https://europepmc.org/article/MED/32759696,"""collprotect"""
Comparison of two soft tissue substitutes for the treatment of gingival recession defects: an animal histological study.,Suarez-Lopez Del Amo F; Rodriguez JC; Asa'ad F; Wang HL,2019,J Appl Oral Sci,NC,10.1590/1678-7757-2018-0584,https://pubmed.ncbi.nlm.nih.gov/31596366/,"""novomatrix"""
Digital workflow to assess gingival recession coverage independently of the cemento-enamel Junction: a prospective clinical study using the modified coronally advanced tunnel technique with porcine dermal matrix.,"Iglhaut G, Fretwurst T, Schulte L, Sculean A, Vach K, Nelson K, Landwehr VC.",2024,Clin Oral Investig,None,10.1007/s00784-024-05936-4,https://europepmc.org/article/MED/39463191,"""novomatrix"""
Echo intensity and gray-level co-occurrence matrix analysis of soft tissue grafting biomaterials and dental implants: an &lt;i&gt;in vitro&lt;/i&gt; ultrasonographic pilot study.,"Mancini L, Khehra A, Nguyen T, Barootchi S, Tavelli L.",2023,Dentomaxillofac Radiol,None,10.1259/dmfr.20230033,https://europepmc.org/article/MED/37427600,"""novomatrix"""
Synthetic poly(ethylene glycol)-based microfluidic islet encapsulation reduces graft volume for delivery to highly vascularized and retrievable transplant site.,"Weaver JD, Headen DM, Coronel MM, Hunckler MD, Shirwan H, García AJ.",2019,Am J Transplant,None,10.1111/ajt.15168,https://europepmc.org/article/MED/30378751,"""novomatrix"""
Clinical and patient-reported outcomes of tissue engineering strategies for periodontal and peri-implant reconstruction.,"Tavelli L, Barootchi S, Rasperini G, Giannobile WV.",2023,Periodontol 2000,None,10.1111/prd.12446,https://europepmc.org/article/MED/36166659,"""novomatrix"""
Protection and Systemic Translocation of siRNA Following Oral Administration of Chitosan/siRNA Nanoparticles.,"Ballarín-González B, Dagnaes-Hansen F, Fenton RA, Gao S, Hein S, Dong M, Kjems J, Howard KA.",2013,Mol Ther Nucleic Acids,None,10.1038/mtna.2013.2,https://europepmc.org/article/MED/23462963,"""novomatrix"""
Concomitant differentiation of a population of mouse embryonic stem cells into neuron-like cells and schwann cell-like cells in a slow-flow microfluidic device.,"Ramamurthy P, White JB, Yull Park J, Hume RI, Ebisu F, Mendez F, Takayama S, Barald KF.",2017,Dev Dyn,None,10.1002/dvdy.24466,https://europepmc.org/article/MED/27761977,"""novomatrix"""
Clinical and radiographic evaluation of jumping distance management using a collagen matrix in flapless immediate implant placement.,Kadkhodazadeh M; Amid R; Moscowchi A; Khoshkam V,2021,Dent Med Probl,NC,10.17219/dmp/130057,https://pubmed.ncbi.nlm.nih.gov/33974751/,"""collacone"""
Ridge preservation using Collacone compared with an empty socket: a pilot study.,Anderud J; Lennholm C; Walivaara DA,2021,Oral Surg Oral Med Oral Pathol Oral Radiol,NC,10.1016/j.oooo.2021.01.012,https://pubmed.ncbi.nlm.nih.gov/33741284/,"""collacone"""
Prevention of post-operative bleeding in hemostatic compromised patients using native porcine collagen fleeces-retrospective study of a consecutive case series.,Zirk M; Fienitz T; Edel R; Kreppel M; Dreiseidler T; Rothamel D,2016,Oral Maxillofac Surg,NC,10.1007/s10006-016-0560-7,https://pubmed.ncbi.nlm.nih.gov/27139018/,"""collacone"""
Open Barrier Membrane Technique for the Treatment of Oroantral Communications: Two Case Reports.,"Yotsova RV, Papanchev GY, Ali M, Gerova-Vatsova T.",2024,Cureus,None,10.7759/cureus.63854,https://europepmc.org/article/MED/39100069,"""collacone"""
Evaluation of crestal sinus floor elevation in cases exhibiting an oblique sinus floor with a residual bone height of 4.0-7.0 mm using Densah burs with simultaneous implant placement: a prospective clinical study.,"Shalash M, Mounir M, Elbanna T.",2023,Int J Implant Dent,None,10.1186/s40729-023-00510-1,https://europepmc.org/article/MED/37917214,"""collacone"""
The Effectiveness of a Bioactive Healing Abutment as a Local Drug Delivery System to Impact Peri-Implant Mucositis: A Prospective Case Series Study.,"Wychowański P, Nowak M, Miskiewicz A, Morawiec T, Woliński J, Kucharski Z, Passarelli PC, Bodnarenko A, Lopez MA.",2022,Pharmaceutics,None,10.3390/pharmaceutics15010138,https://europepmc.org/article/MED/36678767,"""collacone"""
A radiographic and histological study to compare red (650 nm) versus near infrared (810 nm) diode lasers photobiomodulation for alveolar socket preservation.,"Abd-Elhaleem Othman MA, Zaky AA, Eltayeb EA, Khalil NM.",2024,Sci Rep,None,10.1038/s41598-024-57114-x,https://europepmc.org/article/MED/38519552,"""collacone"""
Diagnostic Imaging Studies on Local and Systemic Erythropoietin Application for Promoting Bone Regeneration in Rat Calvarial Defects.,"Chaprazov T, Vasileva R, Atliev K, Firkova E.",2022,Vet Sci,None,10.3390/vetsci9100578,https://europepmc.org/article/MED/36288191,"""collacone"""
Application of a collagen scaffold saturated with platelet-rich plasma in prevention of bisphosphonate-related osteonecrosis of the jaw in the rat animal model.,"Razmara F, Bayat M, Shirian S, Shabankare G, Mohamadnia A, Mortazavi M, Alijani MR, Bahrami N.",2021,Heliyon,None,10.1016/j.heliyon.2021.e06930,https://europepmc.org/article/MED/34007929,"""collacone"""
Bone Healing of Critical-Sized Femoral Defects in Rats Treated with Erythropoietin Alone or in Combination with Xenograft.,"Vasileva R, Chaprazov T.",2023,Vet Sci,None,10.3390/vetsci10030196,https://europepmc.org/article/MED/36977235,"""collacone"""
Radiographic comparison of atelocollagen versus deproteinized bovine bone minerals covered with a collagen membrane in alveolar ridge preservation: a retrospective study.,"You S, Yu F, Fan Q, Xia T, Liang L, Yan Q, Zeng H, Shi B.",2023,BMC Oral Health,None,10.1186/s12903-023-03647-y,https://europepmc.org/article/MED/37990178,"""collacone"""
External Inflammatory Root Resorption in Traumatized Immature Incisors: MTA Plug or Revitalization? A Case Series.,"Boukpessi T, Cottreel L, Galler KM.",2023,Children (Basel),None,10.3390/children10071236,https://europepmc.org/article/MED/37508733,"""collacone"""
"Efficacy of hyaluronic acid, absorbable collagen sponge, and their combination in minimizing bisphosphonate-related osteonecrosis of the jaws (BRONJ) after dental extraction: a preliminary animal histomorphometric study.","Sarkarat F, Modarresi A, Riyahi A, Mortazavi P, Tabandeh F, Rakhshan V.",2022,Maxillofac Plast Reconstr Surg,None,10.1186/s40902-022-00337-7,https://europepmc.org/article/MED/35230522,"""collacone"""
Outcome of revascularization therapy in traumatized immature incisors.,"Mittmann CW, Kostka E, Ballout H, Preus M, Preissner R, Karaman M, Preissner S.",2020,BMC Oral Health,None,10.1186/s12903-020-01193-5,https://europepmc.org/article/MED/32664918,"""collacone"""
Endodontic pulp revitalization in traumatized necrotic immature permanent incisors: Early failures and long-term outcomes-A longitudinal cohort study.,"Wikström A, Brundin M, Romani Vestman N, Rakhimova O, Tsilingaridis G.",2022,Int Endod J,None,10.1111/iej.13735,https://europepmc.org/article/MED/35332566,"""collacone"""
Absorbable collagen sponges loaded with recombinant bone morphogenetic protein 9 induces greater osteoblast differentiation when compared to bone morphogenetic protein 2.,"Fujioka-Kobayashi M, Schaller B, Saulacic N, Pippenger BE, Zhang Y, Miron RJ.",2017,Clin Exp Dent Res,None,10.1002/cre2.55,https://europepmc.org/article/MED/29744176,"""collacone"""
Long-term safety of photobiomodulation exposure to beta cell line and rat islets in vitro and in vivo.,Perrier Q; Cottet-Rousselle C; Lamarche F; Tubbs E; Tellier C; Veyrat J; Vial G; Bleuet P; Durand A; Pitaval A; Cosnier ML; Moro C; Lablanche S,2024,Sci Rep,NC,10.1038/s41598-024-77660-8,https://pubmed.ncbi.nlm.nih.gov/39505966/,"""Photobiomodulation"""
"Effectiveness of phentolamine mesylate, vibration and photobiomodulation in reducing pain and the reversal of local anesthesia: A systematic review.",Olszewska A; Forszt D; Szymczak A; Gorna N; Gedrange T; Czajka-Jakubowska A; Matys J,2024,Adv Clin Exp Med,NC,10.17219/acem/190202,https://pubmed.ncbi.nlm.nih.gov/39503279/,"""Photobiomodulation"""
The benefits of photobiomodulation in animal models of multiple sclerosis: a systematic review and meta-analysis.,Ahmed Z,2024,Front Neurol,NC,10.3389/fneur.2024.1482096,https://pubmed.ncbi.nlm.nih.gov/39502387/,"""Photobiomodulation"""
"Photobiomodulation Therapy in the Prevention of Chemotherapy Induced Oral Mucositis in Children with Acute Myeloid Leukemia: A Randomized, Double-blind, Clinical trial.",Elkady RE; Khedr R; Hassan M; Bayoumy SE; Mahmoud S; Hanafy E; ElAraby S; Haddad AE,2024,Pediatr Blood Cancer,NC,10.1002/pbc.31400,https://pubmed.ncbi.nlm.nih.gov/39501907/,"""Photobiomodulation"""
The power of 810 nm near-infrared photobiomodulation therapy for human asthenozoospermia.,Stigliani S; Ravera S; Maccarini E; Rizzo C; Massarotti C; Anserini P; Bozzo M; Amaroli A; Scaruffi P,2024,Sci Rep,NC,10.1038/s41598-024-77823-7,https://pubmed.ncbi.nlm.nih.gov/39501019/,"""Photobiomodulation"""
Near-infrared light stimulation regulates neural oscillation and memory behavior of mice with Alzheimer's disease.,Zhang S; Wang X; Jiao H,2024,Front Neurosci,NC,10.3389/fnins.2024.1417178,https://pubmed.ncbi.nlm.nih.gov/39498394/,"""Photobiomodulation"""
The Efficacy of Low-Level Laser Therapy on the Healing of Oral Wounds: A Systematic Review.,Gopal L; Palwankar P; Dhalla N,2024,Cureus,NC,10.7759/cureus.70832,https://pubmed.ncbi.nlm.nih.gov/39493098/,"""Photobiomodulation"""
Photobiomodulation therapy at 650 nm enhances osteogenic differentiation of osteoporotic bone marrow mesenchymal stem cells through modulating autophagy.,Li H; Yang W; Zhu B; Li M; Zhang X,2024,Photodiagnosis Photodyn Ther,NC,10.1016/j.pdpdt.2024.104389,https://pubmed.ncbi.nlm.nih.gov/39489368/,"""Photobiomodulation"""
